id_buro,id_usuario,score_crediticio,monto_adeudado
17e7ce44-cd7a-4122-b6f3-ff62de0da05e,6b8bed3b-8ade-4c63-8d2e-e7000a12776a,799,0.0
eb34f65f-84bd-4617-b82a-e7cbc9bae87c,527a0918-4496-4516-b39d-11d903446e63,742,0.0
07363150-a769-41fc-af03-d2d7ba59c2f1,39532a2c-b83c-4070-9099-dbc88ca6a604,487,0.0
0df99922-18d9-49d5-a08e-32b175547983,f2f86c00-832e-4557-9523-da789e585c8b,808,0.0
c39b3c55-fca2-4197-bfeb-69fdefeaecc3,7021725a-c8ed-4780-966a-3a11efcc8361,839,0.0
f0b1cb49-e2ac-422d-9c30-7d04bc3c2066,f9b50d15-2d3c-4004-89cb-facdd1d8027a,628,0.0
f2ca8211-d014-4708-a7bb-dfebfa8625d5,73e03f4b-4c57-45d9-8b1e-f1f58cc952bc,516,0.0
0a54358e-2f3f-478d-adce-c8ebbf67ec0c,27b0ea7e-3cf3-4edf-bcbb-050713ee1173,673,0.0
1ae0f311-a919-4f8b-90df-b4d051c2ecf3,7a6c4b66-6900-4a17-a6de-e2b5aa031f3d,628,0.0
74a36ba1-c4dd-44ba-925d-f814ea99dd5e,ebe24edb-c42b-4a1c-b260-aaadf2808b3b,756,0.0
8c00d18d-e83b-4b9f-8183-a57c3c59d04d,83c66718-4c67-4237-950a-ba0b351583d8,462,0.0
61ee3636-abd5-4c85-973e-4c959217c63c,25214ae1-d050-4e7e-a3b4-098fa0eaaa87,427,0.0
9acf36ba-b140-4a40-ab49-7d7fab4b7531,9da0e402-e7ca-47e7-8f6f-47dc1dfaf5a4,413,0.0
73662030-b92d-4310-9b10-e0374072bdbd,3ae702eb-b8ed-4db9-af10-b9b89dbd9364,498,0.0
ec7ec1d2-3bc6-408c-82c1-87a1bd748a43,a4989c7b-10ac-42f2-8d68-2e32740f8729,759,0.0
81c1bf13-494d-4477-8b93-f34106564215,0259a510-71b9-4166-831e-eaba1071fd36,447,0.0
1ba78a7e-04ac-4ae4-9a49-88d5e12fdeeb,067a4a53-0f76-4d18-ab66-6983f3481d34,558,0.0
4c012b11-2d14-46bb-b4f4-e2bbed66735c,4ba0e6b1-2b10-45c4-8b69-3a0ba066107f,539,0.0
a1b38ad2-f574-4a22-a0fd-b0c9daaf48f5,b283bb64-a506-4205-8088-1448bf005257,656,0.0
75041642-7a51-49fd-b453-16438612fd51,6e8b21b8-f424-4838-b0aa-1cafe3c4a995,702,0.0
54273355-004b-41de-bb9a-56ab40d3feb0,10e8e662-c492-4cbf-94ca-f1371e5e0053,703,0.0
8997d11b-6457-4473-b37e-3b8e2bb23f9a,4f1052e4-e201-43a7-a317-69bcafb782f1,799,0.0
e8b8b1a9-823b-4044-b892-69c7887ab067,b5fa3273-0d6d-46c6-b0a1-0cb7cb5cf306,654,0.0
48bd31c3-d9e5-4e38-a85a-68e1342c90d5,37e96540-3d41-47d0-9c94-c7cacb0afe43,755,0.0
76f23285-a4c9-4696-bc55-371cdd35646b,2549475f-3fc2-4b66-a00c-e5f8b3574590,632,0.0
745670c6-fbdf-4d31-bd31-94371144451a,d86ec1b8-31d0-45b8-9f6d-4d7c6e75c269,424,0.0
90b81cb9-9e26-435f-8d21-985ae862f752,dd7f5796-6b5e-4e01-a319-5b96ea1e9109,588,0.0
62882bd6-2543-4195-ba06-f8acb43d5d01,aec80a0c-129c-4d10-ae98-f40b51c11583,785,0.0
96fc4f6b-c590-403c-8165-68484f87d4a5,557596d4-53d6-46f0-ac1c-63b08ebca067,802,0.0
14f9938d-c7fd-480b-b5a9-c7c11621c694,c6785101-01b1-4c57-9449-3b63b4620d38,654,0.0
e3be8033-af4b-4467-8b09-39715d813cec,7dd045a5-dea8-4fbe-a6b4-57bf3c8ebbbf,609,0.0
3773ab96-cb36-4117-9cc1-975bcac7455d,4ab8aec6-79c9-4ebf-b960-02331c41882f,488,0.0
f1cdf96d-f1f5-470b-a061-324105c5521a,400e6d26-27bc-41a0-a3c0-363ac80b6a7f,729,0.0
ec26f7f9-75dd-4317-aecb-2edb00c72515,f745dc6f-a364-4d07-ae7d-38ead836a3f4,654,0.0
416964cc-c7fc-4d69-bf7e-f443c07be565,705a7949-d59c-49fb-a2cd-b736603c5e88,630,0.0
8dfa3c5e-c320-4d8e-9ddd-b8a2211c81e8,0aa14c89-4473-4ebe-b4dd-61662097240d,496,0.0
d855afcb-9d83-4737-ae75-58770760db74,0e1eadde-e1b1-4fcb-a2f5-e9c26163d626,492,0.0
dcbf658f-442d-412b-bff0-4636f6044e90,e2fc75d6-ba79-44b6-9114-71c331bf56bb,834,0.0
3501ed6e-4eae-4405-b311-533af7721f25,587044e5-8e2f-48d2-a43b-ec3a54842c7b,510,0.0
6c1fd564-93d0-459a-8dec-f59dfbf9db77,a85b9a08-7692-4df1-9040-e9848f29e30f,819,0.0
88faadfa-519a-4101-aa42-fbe3313542a6,ecbdc271-3a3e-4595-9767-5e346373bbb9,613,0.0
a31b326f-d46f-4d5e-b086-76728bac7731,cba3cdab-c82d-450d-8b05-9e9fde8f38e9,400,0.0
90923102-1de9-406b-b251-7472d006b0d9,9f9f49ec-493f-4c8a-ae12-284c2dd183cf,593,0.0
637b3358-50b9-4ba2-8059-2e966220fa30,642478e6-5144-4b1d-8db1-3c9ed1d59be8,592,0.0
9a318f78-4acc-4892-86bc-d97769139964,074cfbff-44bb-43e6-aad9-b745ffca825b,655,0.0
8364cb8f-fb89-4b28-aa33-d889767dc595,2c2ac369-c93a-48e1-8b2e-c801e56c57b8,543,0.0
1543f6d0-e2c6-4d95-9f4d-5b9eab5e0db9,fb702e9a-9679-411d-818f-3967c31ed565,729,0.0
b61546a5-a74d-4fbb-9524-82fecffdf7ca,c50d83b4-279c-4288-9017-23177091a95c,432,0.0
5db3ed28-1a23-481f-af7b-c56a6853a18b,73494bf1-5535-439a-a205-b6896ba328b2,663,0.0
4797d57e-1279-405f-89bd-c3222fbf26da,7438e682-4ba2-498a-8324-c180c706c126,560,0.0
5602249d-416f-49cc-bfbd-1823cd24adae,b9d9f335-cb77-47ee-969b-0e92c1bb2a45,608,0.0
bce0df64-93a9-4c26-b848-e448f8af7a55,20cfc493-363d-4f22-abf8-888cecff22c5,654,0.0
d0c6e090-f683-44cf-8476-d5571dc1d493,7d38aa96-2580-4c3e-9819-ea5e52fcbd0e,462,0.0
4181b827-f4fc-429b-87b6-6792a9f276d7,458a6d80-2cd7-4406-bfa4-84d902178482,488,0.0
ccdf70c7-bc2e-4909-8990-b65b04a96def,f64b88df-4ea6-4e6f-8d30-c99c6b8879ed,422,0.0
0bac0167-3497-4659-a022-9fb6b7ad8985,7e4199d0-448e-46dd-bfc0-ed12e9b7a554,561,0.0
d2c9c77b-b16a-438e-8644-d29a1d6edd56,295d6c5d-ffc3-4108-b08c-3a5ffd2578a6,627,0.0
368c7051-5976-40f7-aedd-2937e514ba85,5afa0c1b-479d-43cd-8c6f-e4ba10e8bf99,667,0.0
5f09bf2f-95e8-43e6-8098-758a841eebbf,08e55cc5-ed81-4217-a130-49da426dab2a,771,0.0
b616264f-2c84-4b30-ba44-14f9cb2e071d,44c61a8c-4f6a-4467-9b8f-aebbcd407be9,786,0.0
d2bfbda2-8164-447f-9694-5c172c5e94a2,b3b5ec56-cfcb-4569-aa70-9e88aef4d196,521,0.0
27a095c7-ef63-47d5-b372-bf985e578b92,386f6db1-dafa-41be-a844-1c24e1e5deb4,438,0.0
728f5560-a777-4e57-bfcb-a24a0dc5fef6,b085e184-d806-4457-af7e-0bfac9cd0e2b,763,0.0
77994274-55e2-4d66-b633-1ffb5d180717,6d24ffa4-a9f9-44fc-8b62-854554712261,840,0.0
d3d3f89a-e37e-43cc-9d66-f5e395519ecd,aa5b73ac-a57e-4c6a-9b8d-fbfd704ada1d,518,0.0
888589bd-90e1-4efe-8df9-6a896a61eb8d,b25e0104-335c-48f6-b72a-98daa5b84c20,428,0.0
7fde4c76-2a3e-47e7-9072-a83459d3e4e7,4f07c649-3122-4fb3-9958-62b7be5e091b,770,0.0
6771a00a-a911-495d-9c2f-a9cb1877ea77,80021215-7a5e-4b68-996e-47173f783982,518,0.0
478624bf-5e65-4079-a51f-1a9e4e0707e5,f62dcc5a-4ed2-4f40-8fc9-0d5df71e4ed0,421,0.0
9564b08c-4d62-4aa1-b1c8-29b4e5281c90,691dda89-a7ec-4ce4-966d-a4d1a58564ea,563,0.0
f08effbb-aad2-4a6f-ad0d-103363aa4c71,5cabc1e5-1263-4de8-a8f3-e95a6a843db3,736,0.0
a8db223f-4d54-43c2-abcf-0c8d3f9be45e,d7566cf5-60ef-4a8d-967d-4a54bbce550b,457,0.0
183aa9cf-a185-43c5-9f88-b36ae2b1f332,7bc01b16-8bc4-4d11-810c-cac20065f57c,547,0.0
0887d783-c6e8-4430-b94e-53734b159e87,9944cfdf-641d-4f56-b895-9a6a649b7b18,583,0.0
7da3bd39-bd7f-486a-84f5-5dd5d62f819d,f740ea6f-6462-41d9-83b2-c04c25fc349b,589,0.0
7fb3deab-e2a7-43d2-8627-9bac2ddedce9,2061eb76-4a8f-4edd-bafb-5956de13cada,684,0.0
19433d0c-cd0f-4536-b030-05b3975c263e,52fc942b-37e4-443e-b8d1-26079012b727,673,0.0
ce03b41e-3a4a-4bb3-aa32-5dc4a4720a60,fd8f7962-e58f-47b9-bcd1-1b7e071fc0b6,834,0.0
ac5f799f-5282-4ad1-a251-261a68b51a60,518e263e-d799-42a2-be5d-e8ecf69df036,452,0.0
8d1d5dbf-7e83-4f8f-9755-c0377432a886,4c6e65b2-a1e8-4daf-bf0d-6a5fe38673ff,685,0.0
d2a4f193-5c7a-4e73-8b14-6db5a456d04c,71a2e22f-8a9f-4621-a05a-74acd8958192,812,0.0
00100f31-df21-4f58-9de6-34a8fd65b0ca,311f2c3e-6815-4c42-9b8c-89e7a6ec7a53,819,0.0
38e495e2-68d9-424f-b732-7bad3ef1a08a,235099f4-07bd-4a8c-8b6d-2dcec4d70a3d,498,0.0
3cfc328e-c965-47b5-b667-1185c30d2626,5af8eacf-fff6-43d9-a5cd-73e7c4f72884,428,0.0
aa5e9970-4a1d-4659-ad23-a8935a05a369,adf07cc2-c302-406b-92c0-9a134d11f04f,530,0.0
f8bc6844-5e06-4247-b24f-f0ad5ca159b7,c9819d64-2a6e-401d-b70f-8991232f8722,645,0.0
3848f0c6-4481-436b-9230-b6221e6362fa,30ecec2c-fabd-4838-b1ae-cf46155c71d7,844,0.0
4980f4ff-7561-4736-bea7-1ba2dfe5b2ec,5cfa919e-9a76-4564-ae78-0214f404d08c,486,0.0
3bb1f8aa-88ee-4e44-9d48-2b5db4334984,8bc789ee-3181-4739-888c-0187386bed92,744,0.0
8e72f80b-9142-4372-b736-25479e8a76c4,55fc8d86-4615-403f-8457-2925fc498a06,809,0.0
575e382c-be18-4603-9911-5966f035c3c8,983a8039-4834-4593-ae3e-49168dab5479,553,0.0
8a6b43be-8a26-49c7-be66-33a36972a7d3,e760f3f8-8791-4189-a300-95536740e301,544,0.0
599d220a-8bb3-4b71-8886-3533bd326f45,4a88f5eb-d31d-464c-9f6e-e1b647031cab,635,0.0
29eb6cda-ac6e-41f7-91ba-ddd33dc8e674,8ed1a9b5-a22b-4653-9602-20214999b819,798,0.0
371bb008-d4ec-4978-a794-eee949c4801c,ea1ce915-ae52-4f95-9b83-8fdeb47277b1,745,0.0
711a72d6-d2f1-4e45-b66a-536e2ff1a4c1,a07e961e-deed-458e-abab-f83a389a2bc3,542,0.0
c3cec24f-e112-4705-b1b4-87c011f99cee,2671e240-b81a-4158-9a89-060f5bf6063c,841,0.0
c6ddba9f-7d43-4fc8-a6a4-20984f0bf4dc,6364825a-be52-4b16-898a-825dfe8fc6f7,408,0.0
3fbd5b6b-bfc0-41c6-920b-3470067fe81d,f6b31c3a-72ff-4e39-a5a8-b1588643ab9f,657,0.0
0ce4f226-427c-4e6a-acd2-15f48cf48ae9,6bdd1e53-4996-4d4d-abce-c04979dababb,560,0.0
