id_cuenta,id_usuario,rol_usuario
acded851-afd6-41be-98e5-b208d7de0144,6b8bed3b-8ade-4c63-8d2e-e7000a12776a,TITULAR_PRINCIPAL
e7a3c7c1-abf0-4342-8f46-4ca8cb0ba4d2,527a0918-4496-4516-b39d-11d903446e63,TITULAR_PRINCIPAL
bf5e11ab-b3bd-45c6-bf7e-51f4266ba254,39532a2c-b83c-4070-9099-dbc88ca6a604,TITULAR_PRINCIPAL
717e0990-4bb9-4370-bb94-d871b1087095,f2f86c00-832e-4557-9523-da789e585c8b,TITULAR_PRINCIPAL
723aa80e-e08f-4d71-b5e1-12ab4ac40c8f,7021725a-c8ed-4780-966a-3a11efcc8361,TITULAR_PRINCIPAL
86c80eb5-54bc-4cc7-840c-c29bd2a033f1,f9b50d15-2d3c-4004-89cb-facdd1d8027a,TITULAR_PRINCIPAL
89dcd5d8-3abd-4e2f-bcf1-610a21d29d64,73e03f4b-4c57-45d9-8b1e-f1f58cc952bc,TITULAR_PRINCIPAL
778d2a1a-1364-4bce-9158-faa11bab276e,27b0ea7e-3cf3-4edf-bcbb-050713ee1173,TITULAR_PRINCIPAL
c8a3e8b0-4eb9-4dd3-9a93-1f0ac6928ea7,7a6c4b66-6900-4a17-a6de-e2b5aa031f3d,TITULAR_PRINCIPAL
44c2ed8a-1ac8-4efe-b44e-5e581487bf9a,ebe24edb-c42b-4a1c-b260-aaadf2808b3b,TITULAR_PRINCIPAL
092be737-dd03-47ba-ad38-f2a3268b1547,83c66718-4c67-4237-950a-ba0b351583d8,TITULAR_PRINCIPAL
ec1544af-dc24-48fa-b250-7060afefe557,25214ae1-d050-4e7e-a3b4-098fa0eaaa87,TITULAR_PRINCIPAL
bca84e41-ce58-4716-a01e-e00c8ef052f3,9da0e402-e7ca-47e7-8f6f-47dc1dfaf5a4,TITULAR_PRINCIPAL
faf3d855-6c6e-4881-982d-c592cdd37f02,3ae702eb-b8ed-4db9-af10-b9b89dbd9364,TITULAR_PRINCIPAL
a801ae30-266c-45a6-b75b-bdcfcc7b3c5f,a4989c7b-10ac-42f2-8d68-2e32740f8729,TITULAR_PRINCIPAL
e4515737-a3c1-434e-9e49-61063b96e22e,0259a510-71b9-4166-831e-eaba1071fd36,TITULAR_PRINCIPAL
f38dfda7-95e5-42ca-ba51-bec4257f4d37,067a4a53-0f76-4d18-ab66-6983f3481d34,TITULAR_PRINCIPAL
c9bec987-e335-4b63-a4dc-865adac62fad,4ba0e6b1-2b10-45c4-8b69-3a0ba066107f,TITULAR_PRINCIPAL
e457993a-6b66-40d4-891c-03de1d899814,b283bb64-a506-4205-8088-1448bf005257,TITULAR_PRINCIPAL
852e6e78-9182-49c9-a70c-313f9a04a2b2,6e8b21b8-f424-4838-b0aa-1cafe3c4a995,TITULAR_PRINCIPAL
a9da6bba-bd29-4614-b4b6-fcdbcb7d2d94,10e8e662-c492-4cbf-94ca-f1371e5e0053,TITULAR_PRINCIPAL
9d02000c-6a22-459f-bd88-db02784d1bc2,4f1052e4-e201-43a7-a317-69bcafb782f1,TITULAR_PRINCIPAL
8fe590c2-0674-4dc4-8c5e-eacf17d145c0,b5fa3273-0d6d-46c6-b0a1-0cb7cb5cf306,TITULAR_PRINCIPAL
f3a41ba9-44d4-478f-a694-d6ad335b8123,37e96540-3d41-47d0-9c94-c7cacb0afe43,TITULAR_PRINCIPAL
58863dc0-61ad-4d99-8b63-87dd12bfd403,2549475f-3fc2-4b66-a00c-e5f8b3574590,TITULAR_PRINCIPAL
29b37d6f-5af8-41b3-b947-f26883ddbc4a,d86ec1b8-31d0-45b8-9f6d-4d7c6e75c269,TITULAR_PRINCIPAL
92399789-aaa6-4b36-8824-72e52de9d045,dd7f5796-6b5e-4e01-a319-5b96ea1e9109,TITULAR_PRINCIPAL
3273dd04-acc4-448e-9251-012525a135cf,aec80a0c-129c-4d10-ae98-f40b51c11583,TITULAR_PRINCIPAL
73989f41-b4d9-40f0-b915-47f2569c7676,557596d4-53d6-46f0-ac1c-63b08ebca067,TITULAR_PRINCIPAL
975be45d-bb86-4402-9760-3c8ed901757c,c6785101-01b1-4c57-9449-3b63b4620d38,TITULAR_PRINCIPAL
499ff97b-d47b-471d-baee-4a73a906d68e,7dd045a5-dea8-4fbe-a6b4-57bf3c8ebbbf,TITULAR_PRINCIPAL
9b3f1dce-ca73-42bb-a059-02178c631736,4ab8aec6-79c9-4ebf-b960-02331c41882f,TITULAR_PRINCIPAL
cf8bf668-730f-45f8-acf0-d365c13b3548,400e6d26-27bc-41a0-a3c0-363ac80b6a7f,TITULAR_PRINCIPAL
a1a7fdb5-217c-494c-9b18-4c26fe70694f,f745dc6f-a364-4d07-ae7d-38ead836a3f4,TITULAR_PRINCIPAL
a3dc7919-9df9-4922-ba22-477d0e775ee5,705a7949-d59c-49fb-a2cd-b736603c5e88,TITULAR_PRINCIPAL
e2057f20-05b1-4a12-b5dc-13a828c1b785,0aa14c89-4473-4ebe-b4dd-61662097240d,TITULAR_PRINCIPAL
